123,1,1,0.6,1,1,0,1,0,0
123,1,10,1.4,0,1,0,0,0,1
123,1,11,1.3,0,1,0,0,0,1
123,1,12,1.2,0,1,0,0,0,1
123,1,13,1.1,1,0,0,0,1,0
123,1,14,1,0,0,1,0,0,0
123,1,15,0.9,0,0,1,0,0,0
123,1,16,0.8,0,0,1,0,0,0
123,1,17,0.7,0,0,1,0,0,0
123,1,18,0.6,1,1,0,1,0,0
123,1,19,0.6,0,0,1,0,0,0
123,1,2,0.7,0,0,1,0,0,0
123,1,20,0.7,0,0,1,0,0,0
123,1,21,0.8,0,0,1,0,0,0
123,1,22,0.9,0,0,1,0,0,0
123,1,23,1,0,0,1,0,0,0
123,1,24,1.1,0,1,0,0,0,1
123,1,25,1.2,0,1,0,0,0,1
123,1,26,1.3,0,1,0,0,0,1
123,1,27,1.4,0,1,0,0,0,1
123,1,28,1.4,0,1,0,0,0,1
123,1,29,1.3,0,1,0,0,0,1
123,1,3,0.8,0,0,1,0,0,0
123,1,30,1.2,0,1,0,0,0,1
123,1,31,1.1,0,1,0,0,0,1
123,1,32,1,0,0,1,0,0,0
123,1,33,0.9,1,1,0,1,0,0
123,1,34,0.8,1,1,0,1,0,0
123,1,35,0.7,0,0,1,0,0,0
123,1,36,0.6,0,0,1,0,0,0
123,1,37,0.6,0,0,1,0,0,0
123,1,38,0.7,0,0,1,0,0,0
123,1,39,0.8,0,0,1,0,0,0
123,1,4,0.9,1,1,0,1,0,0
123,1,40,0.9,1,1,0,1,0,0
123,1,41,1,1,1,0,1,0,0
123,1,42,1.1,0,1,0,0,0,1
123,1,43,1.2,0,1,0,0,0,1
123,1,44,1.3,0,1,0,0,0,1
123,1,45,1.4,0,1,0,0,0,1
123,1,46,1.4,0,1,0,0,0,1
123,1,47,1.3,0,1,0,0,0,1
123,1,48,1.2,0,1,0,0,0,1
123,1,49,1.1,0,1,0,0,0,1
123,1,5,1,0,0,1,0,0,0
123,1,50,1,1,1,0,1,0,0
123,1,51,0.9,1,1,0,1,0,0
123,1,52,0.8,0,0,1,0,0,0
123,1,53,0.7,0,0,1,0,0,0
123,1,54,0.6,1,1,0,1,0,0
123,1,55,0.6,1,1,0,1,0,0
123,1,56,0.7,0,0,1,0,0,0
123,1,57,0.8,0,0,1,0,0,0
123,1,58,0.9,1,1,0,1,0,0
123,1,59,1,0,0,1,0,0,0
123,1,6,1.1,0,1,0,0,0,1
123,1,60,1.1,0,1,0,0,0,1
123,1,61,1.2,0,1,0,0,0,1
123,1,62,1.3,0,1,0,0,0,1
123,1,63,1.4,0,1,0,0,0,1
123,1,64,1.4,0,1,0,0,0,1
123,1,65,1.3,0,1,0,0,0,1
123,1,66,1.2,0,1,0,0,0,1
123,1,67,1.1,1,0,0,0,1,0
123,1,68,1,1,1,0,1,0,0
123,1,69,0.9,0,0,1,0,0,0
123,1,7,1.2,0,1,0,0,0,1
123,1,70,0.8,0,0,1,0,0,0
123,1,71,0.7,0,0,1,0,0,0
123,1,72,0.6,0,0,1,0,0,0
123,1,8,1.3,0,1,0,0,0,1
123,1,9,1.4,0,1,0,0,0,1
123,2,1,1.4,0,1,0,0,0,1
123,2,10,0.6,0,0,1,0,0,0
123,2,11,0.7,0,0,1,0,0,0
123,2,12,0.8,0,0,1,0,0,0
123,2,13,0.9,0,0,1,0,0,0
123,2,14,1,1,1,0,1,0,0
123,2,15,1.1,1,0,0,0,1,0
123,2,16,1.2,0,1,0,0,0,1
123,2,17,1.3,0,1,0,0,0,1
123,2,18,1.4,0,1,0,0,0,1
123,2,19,1.4,0,1,0,0,0,1
123,2,2,1.3,0,1,0,0,0,1
123,2,20,1.3,0,1,0,0,0,1
123,2,21,1.2,0,1,0,0,0,1
123,2,22,1.1,0,1,0,0,0,1
123,2,23,1,1,1,0,1,0,0
123,2,24,0.9,0,0,1,0,0,0
123,2,25,0.8,0,0,1,0,0,0
123,2,26,0.7,0,0,1,0,0,0
123,2,27,0.6,0,0,1,0,0,0
123,2,28,0.6,1,1,0,1,0,0
123,2,29,0.7,0,0,1,0,0,0
123,2,3,1.2,0,1,0,0,0,1
