timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,168.808,5,-60.5597,-294.3368,-41.81773,-323.896,-47.55268,-313.0952,-57.38089,-314.9409,,,False,0,0,0,FALSE,FALSE,FALSE,0.5364342,0.1922276,-0.8217584,-0.1272349,0.9810056,0.1464216,-0.05551589,1.503985,0.131618,0,0,1,0,1,0,0,0,0,-0.4956999,-0.005278122,0.8684778,-0.09020875,0.9948856,-0.04544197,-0.1969887,1.268324,0.3193865,-0.5688797,0.002830416,0.8224158,-0.3904115,0.8792076,-0.2730805,-0.1699596,1.002038,0.3090424
0.0174038,150.2836,5,-60.51657,-294.4124,-41.81773,-323.896,-47.60333,-313.0225,-57.36006,-314.8548,,,False,0,0,0,FALSE,FALSE,FALSE,0.5364033,0.1919432,-0.8218452,-0.1265121,0.9810784,0.1465603,-0.05551549,1.503964,0.1316928,0,0,1,0,1,0,0,0,0,-0.4947801,-0.005012745,0.8690037,-0.09011578,0.9948882,-0.04556986,-0.1969401,1.268337,0.3197044,-0.5687283,0.002013013,0.822523,-0.3909988,0.8791251,-0.2725052,-0.1694984,1.002174,0.3098153
0.0263245,150.3443,5,-60.4945,-294.4511,-41.81773,-323.896,-47.62929,-312.9853,-57.34939,-314.8106,,,False,0,0,0,FALSE,FALSE,FALSE,0.5362675,0.191588,-0.8220166,-0.1257116,0.981165,0.1466691,-0.05532063,1.503996,0.1320315,0,0,1,0,1,0,0,0,0,-0.4940197,-0.004574776,0.8694387,-0.08975542,0.9949118,-0.04576452,-0.1969212,1.268311,0.3201005,-0.5682933,0.001374528,0.8228249,-0.3914482,0.8791351,-0.2718267,-0.1690414,1.002313,0.3105735
0.0341206,150.3945,5,-60.47524,-294.485,-41.81773,-323.896,-47.65197,-312.9527,-57.34006,-314.772,,,False,0,0,0,FALSE,FALSE,FALSE,0.5361292,0.1914086,-0.8221487,-0.1252566,0.9812096,0.1467596,-0.0553204,1.504064,0.132215,0,0,1,0,1,0,0,0,0,-0.4929943,-0.0049049,0.8700187,-0.08963013,0.9949499,-0.0451795,-0.1969036,1.268216,0.3204527,-0.5683851,-1.887977E-05,0.8227627,-0.392013,0.8792027,-0.2707922,-0.1658311,1.003778,0.3137144
0.0426761,150.462,5,-60.45415,-294.5222,-41.81773,-323.896,-47.67688,-312.9169,-57.32983,-314.7297,,,False,0,0,0,FALSE,FALSE,FALSE,0.5361188,0.1916204,-0.8221061,-0.1248144,0.9811844,0.1473041,-0.05554233,1.504247,0.1322152,0,0,1,0,1,0,0,0,0,-0.4934179,-0.006991172,0.8697643,-0.09136665,0.994852,-0.04383573,-0.1969698,1.268145,0.3207299,-0.5681016,0.0002343804,0.8229584,-0.3922106,0.8790506,-0.2709998,-0.1684291,1.002489,0.3114504
0.0537829,150.4337,5,-60.42675,-294.5706,-41.81773,-323.896,-47.7092,-312.8705,-57.31654,-314.6747,,,False,0,0,0,FALSE,FALSE,FALSE,0.5358174,0.1922656,-0.8221519,-0.1248769,0.9810653,0.1480431,-0.05551933,1.504397,0.1325115,0,0,1,0,1,0,0,0,0,-0.4932625,-0.006883265,0.8698533,-0.09142628,0.9948405,-0.04397225,-0.1969111,1.26812,0.3211041,-0.5677521,-0.0003386289,0.8231995,-0.392682,0.8790042,-0.270467,-0.1679283,1.00264,0.312175
0.065023,150.444,5,-60.39903,-294.6194,-41.81773,-323.896,-47.74191,-312.8236,-57.30309,-314.6191,,,False,0,0,0,FALSE,FALSE,FALSE,0.5352024,0.1934063,-0.8222851,-0.1250665,0.9808506,0.1492997,-0.0555504,1.504545,0.1326942,0,0,1,0,1,0,0,0,0,-0.4921052,-0.00706034,0.8705071,-0.0914471,0.9948538,-0.04362696,-0.1969087,1.267963,0.3214691,-0.5677672,-0.001730099,0.8231874,-0.3931486,0.8791497,-0.269314,-0.1649095,1.004068,0.3152257
0.0850568,150.5202,5,-60.34974,-294.7066,-41.81773,-323.896,-47.80022,-312.7399,-57.27912,-314.52,,,False,0,0,0,FALSE,FALSE,FALSE,0.5350717,0.1942938,-0.8221606,-0.1249839,0.9806905,0.1504168,-0.05570365,1.504663,0.1328353,0,0,1,0,1,0,0,0,0,-0.4907415,-0.007469209,0.8712732,-0.09152706,0.9948727,-0.04302348,-0.1969703,1.267887,0.321816,-0.5676454,-0.001250878,0.8232722,-0.3930556,0.8790804,-0.2696758,-0.1674929,1.002763,0.3129857
0.0986072,150.6098,5,-60.31649,-294.7657,-41.81773,-323.896,-47.83965,-312.6833,-57.26291,-314.4529,,,False,0,0,0,FALSE,FALSE,FALSE,0.5349154,0.1948281,-0.822136,-0.1250128,0.980591,0.15104,-0.05577349,1.504772,0.1331624,0,0,1,0,1,0,0,0,0,-0.4897707,-0.008223981,0.8718125,-0.09193367,0.9948679,-0.04226211,-0.1969395,1.267949,0.322249,-0.5673087,-0.001314253,0.8235041,-0.3931679,0.8790997,-0.2694488,-0.167013,1.00296,0.3136714
0.1064543,150.6734,5,-60.29727,-294.7999,-41.81773,-323.896,-47.8625,-312.6505,-57.25352,-314.4141,,,False,0,0,0,FALSE,FALSE,FALSE,0.5342957,0.1955753,-0.8223617,-0.1248675,0.9804541,0.1520457,-0.05600285,1.504903,0.1336388,0,0,1,0,1,0,0,0,0,-0.4889241,-0.009304976,0.8722767,-0.09264968,0.9948411,-0.0413191,-0.1970636,1.267759,0.3229566,-0.5669991,-0.001531586,0.823717,-0.393597,0.8789548,-0.2692951,-0.1660593,1.003322,0.3150519
