timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,292.3648,5,-482.405,-171.4053,-517.2654,-174.5273,-505.0808,-174.1109,-501.9905,-164.6004,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9833602,-0.09967987,-0.1518773,-0.1017637,0.9947906,0.005990308,-0.1223871,1.675312,0.6981549,0,0,1,0,1,0,0,0,0,0.9867548,-0.1589209,0.03254586,0.1501845,0.9708092,0.1870139,0.2101426,1.360457,0.7049376,0.9469327,0.3062233,0.09770215,-0.2277387,0.8536733,-0.4683769,0.1575106,1.029056,0.693059
0.0219132,268.1109,5,-482.5145,-171.409,-517.2654,-174.5273,-504.9699,-174.0988,-501.9079,-164.6754,,,False,0,0,0,FALSE,FALSE,FALSE,-0.983608,-0.09805127,-0.1513318,-0.1001799,0.9949482,0.006487548,-0.1223154,1.6754,0.6984938,0,0,1,0,1,0,0,0,0,0.9867957,-0.1588334,0.03172249,0.1502524,0.9708164,0.1869218,0.2102757,1.360476,0.7052891,0.9469889,0.3061789,0.09729749,-0.2278654,0.853622,-0.468409,0.1576846,1.029027,0.6931457
0.0335482,268.1588,5,-482.5726,-171.4108,-517.2654,-174.5273,-504.911,-174.0924,-501.864,-164.7152,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9838206,-0.0967465,-0.1507891,-0.09888962,0.9950755,0.006761555,-0.1222408,1.675444,0.6986423,0,0,1,0,1,0,0,0,0,0.9867954,-0.1589578,0.03110349,0.1504934,0.9708016,0.1868046,0.2101437,1.360315,0.7050796,0.947099,0.3059242,0.09702593,-0.2277667,0.8536768,-0.468357,0.1580344,1.029238,0.6937999
0.0447031,268.1946,5,-482.6284,-171.4126,-517.2654,-174.5273,-504.8546,-174.0862,-501.822,-164.7534,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9839689,-0.09655765,-0.1499394,-0.09870876,0.9950921,0.00695347,-0.1222294,1.675432,0.6987706,0,0,1,0,1,0,0,0,0,0.986851,-0.1586935,0.03068411,0.1503166,0.9708534,0.1866779,0.2101697,1.360247,0.7050584,0.9471576,0.3058721,0.09661657,-0.2278363,0.8535289,-0.4685926,0.1577703,1.028888,0.6935336
0.0553882,268.2191,5,-482.6818,-171.4142,-517.2654,-174.5273,-504.8005,-174.0803,-501.7817,-164.7899,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9840577,-0.09670942,-0.1492578,-0.09886099,0.9950763,0.007045969,-0.1221516,1.675379,0.698779,0,0,1,0,1,0,0,0,0,0.9868084,-0.1590798,0.03004694,0.1508116,0.9707776,0.186673,0.2106997,1.360303,0.7051182,0.9472761,0.3056863,0.09604108,-0.227896,0.8534658,-0.4686784,0.1579505,1.028862,0.6936502
0.0673027,268.256,5,-482.7413,-171.416,-517.2654,-174.5273,-504.7402,-174.0738,-501.7368,-164.8307,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9841243,-0.09669226,-0.1488297,-0.09884784,0.995077,0.007137842,-0.1221198,1.67546,0.6988998,0,0,1,0,1,0,0,0,0,0.9868235,-0.1590275,0.02982599,0.1508165,0.97083,0.1863964,0.2104843,1.360289,0.7048183,0.9474564,0.3052365,0.09569305,-0.2275817,0.8534213,-0.4689121,0.1581071,1.028787,0.6935145
0.0795816,268.2688,5,-482.8027,-171.4179,-517.2654,-174.5273,-504.678,-174.067,-501.6905,-164.8727,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9845205,-0.09480131,-0.1474179,-0.09698294,0.9952565,0.007665768,-0.1219954,1.675446,0.6991856,0,0,1,0,1,0,0,0,0,0.9869463,-0.1585157,0.02846062,0.1505671,0.970897,0.1862488,0.2105978,1.360179,0.7047845,0.9477224,0.3045714,0.09517658,-0.2272251,0.8535563,-0.4688394,0.1584592,1.028715,0.6937343
0.1102122,268.3482,5,-482.9557,-171.4223,-517.2654,-174.5273,-504.523,-174.0501,-501.575,-164.9775,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9848033,-0.09302421,-0.1466603,-0.09523809,0.9954213,0.008130986,-0.1219533,1.675463,0.6994817,0,0,1,0,1,0,0,0,0,0.9870519,-0.1579833,0.02774364,0.1501834,0.9709932,0.1860566,0.2109794,1.360182,0.7049789,0.9478235,0.304254,0.0951857,-0.2269576,0.8536758,-0.4687514,0.1586247,1.028723,0.6938689
0.1295878,268.39,5,-483.0526,-171.425,-517.2654,-174.5273,-504.4249,-174.0394,-501.502,-165.0438,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9855081,-0.09114643,-0.1430601,-0.09366097,0.9955442,0.01092787,-0.1218853,1.675327,0.7001266,0,0,1,0,1,0,0,0,0,0.9871458,-0.1574621,0.02736866,0.149754,0.9711131,0.1857769,0.211045,1.359837,0.7048692,0.9476639,0.3049909,0.09441376,-0.2279437,0.8533867,-0.4687993,0.1590078,1.028538,0.6941006
0.1412395,268.4119,5,-483.1108,-171.4267,-517.2654,-174.5273,-504.366,-174.0329,-501.458,-165.0837,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9858645,-0.09091966,-0.1407303,-0.09363145,0.9955252,0.01275561,-0.1218058,1.675257,0.7005846,0,0,1,0,1,0,0,0,0,0.9873869,-0.1559709,0.02720404,0.1483575,0.9714659,0.1850514,0.2109403,1.359986,0.7047434,0.9480016,0.3040425,0.09408003,-0.2272559,0.8536167,-0.4687145,0.1591035,1.028419,0.694197
0.1519526,268.4218,5,-483.1644,-171.4281,-517.2654,-174.5273,-504.3117,-174.027,-501.4177,-165.1204,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9860911,-0.09053302,-0.1393852,-0.09324279,0.9955583,0.01302145,-0.1217868,1.675242,0.7008444,0,0,1,0,1,0,0,0,0,0.9874949,-0.1552988,0.02713269,0.1477235,0.9716117,0.1847929,0.2110141,1.359966,0.7048267,0.948057,0.3039187,0.09392333,-0.227208,0.8536198,-0.4687321,0.1592656,1.028364,0.6943069
0.1629627,268.4261,5,-483.2194,-171.4296,-517.2654,-174.5273,-504.256,-174.0209,-501.3762,-165.1581,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9863848,-0.08952113,-0.1379535,-0.09226188,0.9956421,0.01358942,-0.1217531,1.675163,0.7011002,0,0,1,0,1,0,0,0,0,0.9874779,-0.1553801,0.02728951,0.1477614,0.9715585,0.1850425,0.2110782,1.359763,0.7047967,0.9481573,0.3036945,0.09363544,-0.2271571,0.8536898,-0.4686293,0.1593016,1.028214,0.6942655
