timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,11.86915,5,-341.9555,94.08343,-331.0892,127.3539,-342.9355,115.3628,-332.9433,114.9688,,,False,0,0,0,FALSE,FALSE,FALSE,0.3104728,-0.02183846,0.9503314,0.01920646,0.9996761,0.01669765,0.3190025,1.509692,0.4554427,0,0,1,0,1,0,0,0,0,-0.3913269,-0.1272396,-0.911413,0.009340603,0.9897949,-0.1421928,0.2430761,1.248213,0.2258635,-0.3710543,0.03527784,-0.9279408,0.01518486,0.999375,0.03192163,0.2539335,0.9870645,0.2707426
0.021309,23.23689,5,-341.9135,94.18133,-331.0892,127.3539,-342.9043,115.2854,-332.9805,114.8941,,,False,0,0,0,FALSE,FALSE,FALSE,0.3112624,-0.02125149,0.9500864,0.01877395,0.9996923,0.01621045,0.3190519,1.50974,0.4554826,0,0,1,0,1,0,0,0,0,-0.3905892,-0.1272894,-0.9117223,0.009698778,0.9897702,-0.142341,0.2432693,1.248201,0.2258615,-0.3711339,0.03532629,-0.9279071,0.0152064,0.9993733,0.03196499,0.2538942,0.9870768,0.2706875
0.0321209,23.19068,5,-341.8922,94.23102,-331.0892,127.3539,-342.8884,115.2462,-332.9994,114.8562,,,False,0,0,0,FALSE,FALSE,FALSE,0.3115489,-0.02081946,0.950002,0.01827091,0.9997064,0.01591688,0.3190395,1.50978,0.4554257,0,0,1,0,1,0,0,0,0,-0.3898031,-0.1267462,-0.9121343,0.01013446,0.9898329,-0.1418738,0.2432292,1.248263,0.225701,-0.3711688,0.03523986,-0.9278966,0.0151595,0.9993764,0.03189057,0.2538317,0.9870963,0.2706099
0.0428973,23.13957,5,-341.871,94.28056,-331.0892,127.3539,-342.8726,115.207,-333.0182,114.8184,,,False,0,0,0,FALSE,FALSE,FALSE,0.3116796,-0.02062932,0.9499633,0.01767848,0.9997171,0.01590952,0.3189216,1.50974,0.4552332,0,0,1,0,1,0,0,0,0,-0.3892015,-0.1269578,-0.9123616,0.01029986,0.9897949,-0.1421266,0.2430281,1.248362,0.2253508,-0.3708525,0.03519758,-0.9280248,0.01533054,0.9993774,0.0317775,0.2538268,0.9871194,0.2704843
0.0538653,23.10246,5,-341.8495,94.33101,-331.0892,127.3539,-342.8566,115.1672,-333.0374,114.78,,,False,0,0,0,FALSE,FALSE,FALSE,0.3112271,-0.02093807,0.9501049,0.0178376,0.9997098,0.01618816,0.3188561,1.509744,0.4550287,0,0,1,0,1,0,0,0,0,-0.3891282,-0.1268645,-0.912406,0.01037788,0.9898047,-0.1420524,0.2431692,1.248342,0.2253566,-0.3706606,0.03557944,-0.9280868,0.01541753,0.999364,0.03215447,0.2537689,0.987144,0.2703959
0.0654088,23.09755,5,-341.8268,94.3841,-331.0892,127.3539,-342.8397,115.1253,-333.0575,114.7395,,,False,0,0,0,FALSE,FALSE,FALSE,0.3107432,-0.02095158,0.950263,0.01794407,0.9997082,0.01617391,0.3187714,1.509717,0.454899,0,0,1,0,1,0,0,0,0,-0.3885237,-0.1268701,-0.9126627,0.01052588,0.9898001,-0.142074,0.2431667,1.24835,0.2252468,-0.3704883,0.03591337,-0.9281427,0.01539942,0.9993524,0.03252174,0.253678,0.9871404,0.270278
0.0769358,23.05962,5,-341.8043,94.43713,-331.0892,127.3539,-342.8228,115.0834,-333.0776,114.6991,,,False,0,0,0,FALSE,FALSE,FALSE,0.3100827,-0.02107228,0.9504761,0.01874904,0.9996954,0.01604681,0.3186001,1.509703,0.4547449,0,0,1,0,1,0,0,0,0,-0.388023,-0.1266864,-0.9129013,0.01084775,0.9898115,-0.1419703,0.2430902,1.248338,0.2250331,-0.3703647,0.03580777,-0.928196,0.01539129,0.9993561,0.03241161,0.2536518,0.9870385,0.2701569
0.1005502,23.02761,5,-341.7581,94.5458,-331.0892,127.3539,-342.7882,114.9976,-333.1189,114.6163,,,False,0,0,0,FALSE,FALSE,FALSE,0.3076101,-0.0210474,0.9512797,0.01937317,0.9996866,0.01585382,0.3182433,1.509784,0.4545379,0,0,1,0,1,0,0,0,0,-0.3870708,-0.1265694,-0.9133216,0.01087555,0.9898381,-0.1417823,0.2431065,1.248359,0.2248872,-0.3704081,0.0357336,-0.9281816,0.015224,0.9993591,0.0323984,0.2534925,0.9870273,0.2698674
0.1183306,22.9675,5,-341.7234,94.62766,-331.0892,127.3539,-342.7621,114.933,-333.1499,114.554,,,False,0,0,0,FALSE,FALSE,FALSE,0.3045245,-0.02093148,0.9522745,0.02056806,0.9996699,0.01539587,0.3178915,1.509745,0.4543081,0,0,1,0,1,0,0,0,0,-0.3866263,-0.1267556,-0.9134841,0.01115411,0.9897944,-0.1420654,0.2430748,1.248332,0.2247224,-0.3704429,0.03632954,-0.9281447,0.01531852,0.9993379,0.03300224,0.2533881,0.9869701,0.2696413
0.1285143,22.9402,5,-341.7036,94.67455,-331.0892,127.3539,-342.7472,114.8961,-333.1677,114.5183,,,False,0,0,0,FALSE,FALSE,FALSE,0.3033041,-0.02134413,0.9526547,0.02106914,0.9996549,0.01568922,0.3177241,1.509754,0.4542361,0,0,1,0,1,0,0,0,0,-0.387224,-0.1269819,-0.9131995,0.01121215,0.9897485,-0.1423805,0.2431079,1.248283,0.2247937,-0.370445,0.03700084,-0.9281172,0.01538227,0.9993137,0.03369958,0.2533171,0.9869698,0.2695084
