timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,102.1153,5,510.3871,222.4556,540.5752,204.7446,531.2344,219.5,529.2791,209.6931,,,False,0,0,0,FALSE,FALSE,FALSE,0.8636575,-0.01988646,-0.5036868,-0.009516444,0.9984002,-0.05573623,-0.08446118,1.713399,0.1113877,0,0,1,0,1,0,0,0,0,-0.8952399,-0.04317566,0.4434878,-0.08347552,0.9939239,-0.07174335,-0.3144028,1.411876,0.2279735,-0.8693515,0.2319502,0.4363794,0.2860513,0.9562322,0.0615996,-0.2457539,1.082791,0.2342196
0.0175597,116.3531,5,510.4657,222.4166,540.5752,204.7446,531.1607,219.4831,529.2175,209.737,,,False,0,0,0,FALSE,FALSE,FALSE,0.8633515,-0.01962837,-0.5042213,-0.009690788,0.9984139,-0.05545937,-0.0848783,1.713415,0.1111413,0,0,1,0,1,0,0,0,0,-0.8949782,-0.04353935,0.44398,-0.08375313,0.9939282,-0.07135962,-0.3145432,1.411748,0.2279335,-0.8694551,0.2316361,0.43634,0.2856827,0.9563445,0.06156738,-0.2457634,1.082759,0.2340688
0.0267973,116.3851,5,510.5071,222.3961,540.5752,204.7446,531.1219,219.4742,529.1851,209.7601,,,False,0,0,0,FALSE,FALSE,FALSE,0.8630285,-0.01930901,-0.5047861,-0.00994209,0.9984264,-0.05518959,-0.08503516,1.713449,0.1112446,0,0,1,0,1,0,0,0,0,-0.8947348,-0.04380677,0.4444443,-0.08406596,0.993908,-0.07127288,-0.3146661,1.411663,0.2279934,-0.8695474,0.2314744,0.4362418,0.2854809,0.9564052,0.06156185,-0.2457881,1.082728,0.2339526
0.0360834,116.4151,5,510.5487,222.3754,540.5752,204.7446,531.0829,219.4652,529.1525,209.7833,,,False,0,0,0,FALSE,FALSE,FALSE,0.8626941,-0.01870552,-0.50538,-0.01042683,0.9984455,-0.05475404,-0.08536303,1.713413,0.1112747,0,0,1,0,1,0,0,0,0,-0.8945557,-0.0442037,0.4447652,-0.08447116,0.9938847,-0.07111792,-0.3148282,1.41161,0.2279804,-0.8696601,0.2309919,0.436273,0.2850393,0.956525,0.06174517,-0.2458064,1.08272,0.2337826
0.04481,116.4362,5,510.5878,222.356,540.5752,204.7446,531.0463,219.4568,529.1219,209.8052,,,False,0,0,0,FALSE,FALSE,FALSE,0.8625426,-0.01796163,-0.5056655,-0.01099225,0.9984687,-0.0542165,-0.08580446,1.713428,0.1110723,0,0,1,0,1,0,0,0,0,-0.8943851,-0.04430288,0.4450984,-0.08455361,0.9938878,-0.07097618,-0.3149642,1.411524,0.2279615,-0.869732,0.2304045,0.4364401,0.2844731,0.9566873,0.06184196,-0.2459104,1.082734,0.2337028
0.0556667,116.4576,5,510.6364,222.3318,540.5752,204.7446,531.0007,219.4463,529.0838,209.8323,,,False,0,0,0,FALSE,FALSE,FALSE,0.8623111,-0.0174937,-0.5060768,-0.01135745,0.9984835,-0.05386698,-0.08592866,1.713498,0.1112394,0,0,1,0,1,0,0,0,0,-0.8941706,-0.04475771,0.4454837,-0.08494736,0.9938775,-0.07065073,-0.3150938,1.411448,0.2279335,-0.8698424,0.2302516,0.4363007,0.284282,0.9567431,0.06185847,-0.2459465,1.082687,0.2336689
0.0671004,116.4829,5,510.6875,222.3063,540.5752,204.7446,530.9527,219.4352,529.0437,209.8609,,,False,0,0,0,FALSE,FALSE,FALSE,0.8620517,-0.01669314,-0.5065458,-0.0119676,0.9985083,-0.05327246,-0.08614542,1.71349,0.1112761,0,0,1,0,1,0,0,0,0,-0.8940246,-0.04525587,0.4457265,-0.08543967,0.9938485,-0.07046402,-0.3152139,1.411352,0.2279441,-0.8698883,0.2300845,0.4362975,0.2841341,0.9567817,0.06194012,-0.2459529,1.082666,0.2335349
0.079343,116.4991,5,510.7423,222.279,540.5752,204.7446,530.9013,219.4234,529.0008,209.8916,,,False,0,0,0,FALSE,FALSE,FALSE,0.8618569,-0.01639599,-0.5068865,-0.01232282,0.9985051,-0.05325057,-0.08654234,1.713516,0.1111395,0,0,1,0,1,0,0,0,0,-0.8938514,-0.04555678,0.4460429,-0.08569717,0.9938431,-0.07022697,-0.3153834,1.411267,0.2279614,-0.8699159,0.2293121,0.436649,0.2834486,0.9569724,0.06213473,-0.2459875,1.082629,0.2334533
0.0998178,116.5198,5,510.8339,222.2333,540.5752,204.7446,530.8154,219.4037,528.929,209.9428,,,False,0,0,0,FALSE,FALSE,FALSE,0.8617058,-0.01567986,-0.5071659,-0.01300186,0.9985119,-0.05296157,-0.08694991,1.713518,0.1112963,0,0,1,0,1,0,0,0,0,-0.8934678,-0.04641118,0.4467229,-0.08648343,0.9938106,-0.06972156,-0.3156042,1.411085,0.22816,-0.869979,0.2289393,0.4367189,0.2830494,0.9570912,0.06212521,-0.2460476,1.08252,0.2334544
0.1137347,116.5645,5,510.8961,222.2021,540.5752,204.7446,530.757,219.3902,528.8802,209.9776,,,False,0,0,0,FALSE,FALSE,FALSE,0.8615704,-0.01551815,-0.507401,-0.0132187,0.9985079,-0.05298341,-0.08766277,1.713381,0.1113129,0,0,1,0,1,0,0,0,0,-0.8932905,-0.04735951,0.446978,-0.0872965,0.9937782,-0.06916733,-0.3157528,1.410899,0.2282458,-0.8697028,0.2285787,0.4374572,0.2829681,0.9570929,0.06246812,-0.2459987,1.082503,0.2333013
