group,part_num,block,trial_num,ratio,choice,decision,true_pos,false_neg,false_pos,true_neg
Pressure Group,115,2,44,0.7,0,0,1,0,0,0
Pressure Group,115,2,45,0.6,0,0,1,0,0,0
Pressure Group,115,2,46,0.6,0,0,1,0,0,0
Pressure Group,115,2,47,0.7,0,0,1,0,0,0
Pressure Group,115,2,48,0.8,0,0,1,0,0,0
Pressure Group,115,2,49,0.9,1,1,0,1,0,0
Pressure Group,115,2,5,1,1,1,0,1,0,0
Pressure Group,115,2,50,1,1,1,0,1,0,0
Pressure Group,115,2,51,1.1,0,1,0,0,0,1
Pressure Group,115,2,52,1.2,0,1,0,0,0,1
Pressure Group,115,2,53,1.3,0,1,0,0,0,1
Pressure Group,115,2,54,1.4,0,1,0,0,0,1
Pressure Group,115,2,55,1.4,0,1,0,0,0,1
Pressure Group,115,2,56,1.3,0,1,0,0,0,1
Pressure Group,115,2,57,1.2,0,1,0,0,0,1
Pressure Group,115,2,58,1.1,0,1,0,0,0,1
Pressure Group,115,2,59,1,0,0,1,0,0,0
Pressure Group,115,2,6,0.9,0,0,1,0,0,0
Pressure Group,115,2,60,0.9,1,1,0,1,0,0
Pressure Group,115,2,61,0.8,0,0,1,0,0,0
Pressure Group,115,2,62,0.7,0,0,1,0,0,0
Pressure Group,115,2,63,0.6,0,0,1,0,0,0
Pressure Group,115,2,64,0.6,0,0,1,0,0,0
Pressure Group,115,2,65,0.7,0,0,1,0,0,0
Pressure Group,115,2,66,0.8,0,0,1,0,0,0
Pressure Group,115,2,67,0.9,0,0,1,0,0,0
Pressure Group,115,2,68,1,1,1,0,1,0,0
Pressure Group,115,2,69,1.1,0,1,0,0,0,1
Pressure Group,115,2,7,0.8,0,0,1,0,0,0
Pressure Group,115,2,70,1.2,0,1,0,0,0,1
Pressure Group,115,2,71,1.3,0,1,0,0,0,1
Pressure Group,115,2,72,1.4,0,1,0,0,0,1
Pressure Group,115,2,8,0.7,0,0,1,0,0,0
Pressure Group,115,2,9,0.6,0,0,1,0,0,0
Pressure Group,118,1,1,0.6,0,0,1,0,0,0
Pressure Group,118,1,10,1.4,0,1,0,0,0,1
Pressure Group,118,1,11,1.3,0,1,0,0,0,1
Pressure Group,118,1,12,1.2,0,1,0,0,0,1
Pressure Group,118,1,13,1.1,0,1,0,0,0,1
Pressure Group,118,1,14,1,1,1,0,1,0,0
Pressure Group,118,1,15,0.9,0,0,1,0,0,0
Pressure Group,118,1,16,0.8,0,0,1,0,0,0
Pressure Group,118,1,17,0.7,0,0,1,0,0,0
Pressure Group,118,1,18,0.6,0,0,1,0,0,0
Pressure Group,118,1,19,0.6,0,0,1,0,0,0
Pressure Group,118,1,2,0.7,0,0,1,0,0,0
Pressure Group,118,1,20,0.7,0,0,1,0,0,0
Pressure Group,118,1,21,0.8,0,0,1,0,0,0
Pressure Group,118,1,22,0.9,0,0,1,0,0,0
Pressure Group,118,1,23,1,1,1,0,1,0,0
Pressure Group,118,1,24,1.1,0,1,0,0,0,1
Pressure Group,118,1,25,1.2,0,1,0,0,0,1
Pressure Group,118,1,26,1.3,0,1,0,0,0,1
Pressure Group,118,1,27,1.4,0,1,0,0,0,1
Pressure Group,118,1,28,1.4,0,1,0,0,0,1
Pressure Group,118,1,29,1.3,0,1,0,0,0,1
Pressure Group,118,1,3,0.8,0,0,1,0,0,0
Pressure Group,118,1,30,1.2,1,0,0,0,1,0
Pressure Group,118,1,31,1.1,0,1,0,0,0,1
Pressure Group,118,1,32,1,1,1,0,1,0,0
Pressure Group,118,1,33,0.9,1,1,0,1,0,0
Pressure Group,118,1,34,0.8,1,1,0,1,0,0
Pressure Group,118,1,35,0.7,0,0,1,0,0,0
Pressure Group,118,1,36,0.6,0,0,1,0,0,0
Pressure Group,118,1,37,0.6,0,0,1,0,0,0
Pressure Group,118,1,38,0.7,0,0,1,0,0,0
Pressure Group,118,1,39,0.8,0,0,1,0,0,0
Pressure Group,118,1,4,0.9,0,0,1,0,0,0
Pressure Group,118,1,40,0.9,1,1,0,1,0,0
Pressure Group,118,1,41,1,1,1,0,1,0,0
Pressure Group,118,1,42,1.1,0,1,0,0,0,1
Pressure Group,118,1,43,1.2,0,1,0,0,0,1
Pressure Group,118,1,44,1.3,0,1,0,0,0,1
Pressure Group,118,1,45,1.4,0,1,0,0,0,1
Pressure Group,118,1,46,1.4,0,1,0,0,0,1
Pressure Group,118,1,47,1.3,0,1,0,0,0,1
Pressure Group,118,1,48,1.2,0,1,0,0,0,1
Pressure Group,118,1,49,1.1,0,1,0,0,0,1
Pressure Group,118,1,5,1,0,0,1,0,0,0
Pressure Group,118,1,50,1,1,1,0,1,0,0
Pressure Group,118,1,51,0.9,1,1,0,1,0,0
Pressure Group,118,1,52,0.8,1,1,0,1,0,0
Pressure Group,118,1,53,0.7,1,1,0,1,0,0
Pressure Group,118,1,54,0.6,0,0,1,0,0,0
Pressure Group,118,1,55,0.6,0,0,1,0,0,0
Pressure Group,118,1,56,0.7,0,0,1,0,0,0
Pressure Group,118,1,57,0.8,0,0,1,0,0,0
Pressure Group,118,1,58,0.9,0,0,1,0,0,0
Pressure Group,118,1,59,1,0,0,1,0,0,0
Pressure Group,118,1,6,1.1,0,1,0,0,0,1
Pressure Group,118,1,60,1.1,0,1,0,0,0,1
Pressure Group,118,1,61,1.2,0,1,0,0,0,1
Pressure Group,118,1,62,1.3,0,1,0,0,0,1
Pressure Group,118,1,63,1.4,0,1,0,0,0,1
Pressure Group,118,1,64,1.4,0,1,0,0,0,1
Pressure Group,118,1,65,1.3,0,1,0,0,0,1
Pressure Group,118,1,66,1.2,0,1,0,0,0,1
Pressure Group,118,1,67,1.1,0,1,0,0,0,1
Pressure Group,118,1,68,1,1,1,0,1,0,0
Pressure Group,118,1,69,0.9,0,0,1,0,0,0
Pressure Group,118,1,7,1.2,0,1,0,0,0,1
Pressure Group,118,1,70,0.8,1,1,0,1,0,0
Pressure Group,118,1,71,0.7,0,0,1,0,0,0
Pressure Group,118,1,72,0.6,0,0,1,0,0,0
Pressure Group,118,1,8,1.3,0,1,0,0,0,1
Pressure Group,118,1,9,1.4,0,1,0,0,0,1
Pressure Group,118,2,1,1.4,1,0,0,0,1,0
Pressure Group,118,2,10,0.6,0,0,1,0,0,0
Pressure Group,118,2,11,0.7,0,0,1,0,0,0
Pressure Group,118,2,12,0.8,0,0,1,0,0,0
Pressure Group,118,2,13,0.9,0,0,1,0,0,0
Pressure Group,118,2,14,1,0,0,1,0,0,0
Pressure Group,118,2,15,1.1,1,0,0,0,1,0
Pressure Group,118,2,16,1.2,0,1,0,0,0,1
Pressure Group,118,2,17,1.3,0,1,0,0,0,1
Pressure Group,118,2,18,1.4,1,0,0,0,1,0
Pressure Group,118,2,19,1.4,0,1,0,0,0,1
Pressure Group,118,2,2,1.3,1,0,0,0,1,0
Pressure Group,118,2,20,1.3,1,0,0,0,1,0
Pressure Group,118,2,21,1.2,0,1,0,0,0,1
Pressure Group,118,2,22,1.1,0,1,0,0,0,1
Pressure Group,118,2,23,1,0,0,1,0,0,0
Pressure Group,118,2,24,0.9,0,0,1,0,0,0
Pressure Group,118,2,25,0.8,0,0,1,0,0,0
Pressure Group,118,2,26,0.7,0,0,1,0,0,0
Pressure Group,118,2,27,0.6,0,0,1,0,0,0
Pressure Group,118,2,28,0.6,0,0,1,0,0,0
Pressure Group,118,2,29,0.7,0,0,1,0,0,0
Pressure Group,118,2,3,1.2,0,1,0,0,0,1
Pressure Group,118,2,30,0.8,0,0,1,0,0,0
Pressure Group,118,2,31,0.9,1,1,0,1,0,0
Pressure Group,118,2,32,1,0,0,1,0,0,0
Pressure Group,118,2,33,1.1,1,0,0,0,1,0
Pressure Group,118,2,34,1.2,0,1,0,0,0,1
Pressure Group,118,2,35,1.3,0,1,0,0,0,1
Pressure Group,118,2,36,1.4,0,1,0,0,0,1
Pressure Group,118,2,37,1.4,0,1,0,0,0,1
Pressure Group,118,2,38,1.3,0,1,0,0,0,1
Pressure Group,118,2,39,1.2,0,1,0,0,0,1
Pressure Group,118,2,4,1.1,0,1,0,0,0,1
Pressure Group,118,2,40,1.1,0,1,0,0,0,1
Pressure Group,118,2,41,1,0,0,1,0,0,0
Pressure Group,118,2,42,0.9,1,1,0,1,0,0
Pressure Group,118,2,43,0.8,0,0,1,0,0,0
Pressure Group,118,2,44,0.7,0,0,1,0,0,0
Pressure Group,118,2,45,0.6,0,0,1,0,0,0
Pressure Group,118,2,46,0.6,0,0,1,0,0,0
Pressure Group,118,2,47,0.7,0,0,1,0,0,0
Pressure Group,118,2,48,0.8,0,0,1,0,0,0
Pressure Group,118,2,49,0.9,0,0,1,0,0,0
Pressure Group,118,2,5,1,0,0,1,0,0,0
Pressure Group,118,2,50,1,1,1,0,1,0,0
Pressure Group,118,2,51,1.1,0,1,0,0,0,1
Pressure Group,118,2,52,1.2,0,1,0,0,0,1
Pressure Group,118,2,53,1.3,0,1,0,0,0,1
Pressure Group,118,2,54,1.4,0,1,0,0,0,1
Pressure Group,118,2,55,1.4,0,1,0,0,0,1
Pressure Group,118,2,56,1.3,0,1,0,0,0,1
Pressure Group,118,2,57,1.2,0,1,0,0,0,1
Pressure Group,118,2,58,1.1,1,0,0,0,1,0
Pressure Group,118,2,59,1,1,1,0,1,0,0
Pressure Group,118,2,6,0.9,0,0,1,0,0,0
Pressure Group,118,2,60,0.9,0,0,1,0,0,0
Pressure Group,118,2,61,0.8,0,0,1,0,0,0
Pressure Group,118,2,62,0.7,0,0,1,0,0,0
Pressure Group,118,2,63,0.6,0,0,1,0,0,0
Pressure Group,118,2,64,0.6,0,0,1,0,0,0
Pressure Group,118,2,65,0.7,0,0,1,0,0,0
Pressure Group,118,2,66,0.8,0,0,1,0,0,0
Pressure Group,118,2,67,0.9,0,0,1,0,0,0
Pressure Group,118,2,68,1,1,1,0,1,0,0
Pressure Group,118,2,69,1.1,0,1,0,0,0,1
Pressure Group,118,2,7,0.8,0,0,1,0,0,0
Pressure Group,118,2,70,1.2,0,1,0,0,0,1
Pressure Group,118,2,71,1.3,0,1,0,0,0,1
Pressure Group,118,2,72,1.4,0,1,0,0,0,1
Pressure Group,118,2,8,0.7,0,0,1,0,0,0
Pressure Group,118,2,9,0.6,0,0,1,0,0,0
Pressure Group,119,1,1,0.6,0,0,1,0,0,0
Pressure Group,119,1,10,1.4,0,1,0,0,0,1
Pressure Group,119,1,11,1.3,0,1,0,0,0,1
Pressure Group,119,1,12,1.2,1,0,0,0,1,0
Pressure Group,119,1,13,1.1,1,0,0,0,1,0
Pressure Group,119,1,14,1,0,0,1,0,0,0
Pressure Group,119,1,15,0.9,0,0,1,0,0,0
Pressure Group,119,1,16,0.8,0,0,1,0,0,0
Pressure Group,119,1,17,0.7,0,0,1,0,0,0
Pressure Group,119,1,18,0.6,0,0,1,0,0,0
Pressure Group,119,1,19,0.6,0,0,1,0,0,0
Pressure Group,119,1,2,0.7,1,1,0,1,0,0
Pressure Group,119,1,20,0.7,0,0,1,0,0,0
Pressure Group,119,1,21,0.8,0,0,1,0,0,0
Pressure Group,119,1,22,0.9,0,0,1,0,0,0
Pressure Group,119,1,23,1,1,1,0,1,0,0
Pressure Group,119,1,24,1.1,0,1,0,0,0,1
Pressure Group,119,1,25,1.2,0,1,0,0,0,1
Pressure Group,119,1,26,1.3,1,0,0,0,1,0
Pressure Group,119,1,27,1.4,0,1,0,0,0,1
Pressure Group,119,1,28,1.4,0,1,0,0,0,1
Pressure Group,119,1,29,1.3,0,1,0,0,0,1
Pressure Group,119,1,3,0.8,0,0,1,0,0,0
Pressure Group,119,1,30,1.2,0,1,0,0,0,1
Pressure Group,119,1,31,1.1,0,1,0,0,0,1
Pressure Group,119,1,32,1,1,1,0,1,0,0
Pressure Group,119,1,33,0.9,1,1,0,1,0,0
Pressure Group,119,1,34,0.8,0,0,1,0,0,0
Pressure Group,119,1,35,0.7,0,0,1,0,0,0
Pressure Group,119,1,36,0.6,0,0,1,0,0,0
Pressure Group,119,1,37,0.6,0,0,1,0,0,0
Pressure Group,119,1,38,0.7,0,0,1,0,0,0
Pressure Group,119,1,39,0.8,0,0,1,0,0,0
Pressure Group,119,1,4,0.9,0,0,1,0,0,0
Pressure Group,119,1,40,0.9,0,0,1,0,0,0
Pressure Group,119,1,41,1,1,1,0,1,0,0
Pressure Group,119,1,42,1.1,0,1,0,0,0,1
Pressure Group,119,1,43,1.2,0,1,0,0,0,1
Pressure Group,119,1,44,1.3,0,1,0,0,0,1
Pressure Group,119,1,45,1.4,0,1,0,0,0,1
Pressure Group,119,1,46,1.4,0,1,0,0,0,1
Pressure Group,119,1,47,1.3,0,1,0,0,0,1
Pressure Group,119,1,48,1.2,0,1,0,0,0,1
Pressure Group,119,1,49,1.1,0,1,0,0,0,1
Pressure Group,119,1,5,1,1,1,0,1,0,0
Pressure Group,119,1,50,1,1,1,0,1,0,0
Pressure Group,119,1,51,0.9,1,1,0,1,0,0
Pressure Group,119,1,52,0.8,0,0,1,0,0,0
Pressure Group,119,1,53,0.7,0,0,1,0,0,0
Pressure Group,119,1,54,0.6,0,0,1,0,0,0
Pressure Group,119,1,55,0.6,0,0,1,0,0,0
Pressure Group,119,1,56,0.7,0,0,1,0,0,0
Pressure Group,119,1,57,0.8,0,0,1,0,0,0
Pressure Group,119,1,58,0.9,0,0,1,0,0,0
Pressure Group,119,1,59,1,0,0,1,0,0,0
Pressure Group,119,1,6,1.1,1,0,0,0,1,0
Pressure Group,119,1,60,1.1,0,1,0,0,0,1
Pressure Group,119,1,61,1.2,0,1,0,0,0,1
Pressure Group,119,1,62,1.3,0,1,0,0,0,1
Pressure Group,119,1,63,1.4,0,1,0,0,0,1
Pressure Group,119,1,64,1.4,0,1,0,0,0,1
Pressure Group,119,1,65,1.3,0,1,0,0,0,1
Pressure Group,119,1,66,1.2,0,1,0,0,0,1
Pressure Group,119,1,67,1.1,0,1,0,0,0,1
Pressure Group,119,1,68,1,1,1,0,1,0,0
Pressure Group,119,1,69,0.9,1,1,0,1,0,0
Pressure Group,119,1,7,1.2,0,1,0,0,0,1
Pressure Group,119,1,70,0.8,0,0,1,0,0,0
Pressure Group,119,1,71,0.7,0,0,1,0,0,0
Pressure Group,119,1,72,0.6,0,0,1,0,0,0
Pressure Group,119,1,8,1.3,0,1,0,0,0,1
Pressure Group,119,1,9,1.4,0,1,0,0,0,1
Pressure Group,119,2,1,1.4,0,1,0,0,0,1
Pressure Group,119,2,10,0.6,0,0,1,0,0,0
Pressure Group,119,2,11,0.7,0,0,1,0,0,0
Pressure Group,119,2,12,0.8,0,0,1,0,0,0
Pressure Group,119,2,13,0.9,0,0,1,0,0,0
Pressure Group,119,2,14,1,1,1,0,1,0,0
Pressure Group,119,2,15,1.1,0,1,0,0,0,1
Pressure Group,119,2,16,1.2,0,1,0,0,0,1
Pressure Group,119,2,17,1.3,0,1,0,0,0,1
Pressure Group,119,2,18,1.4,0,1,0,0,0,1
Pressure Group,119,2,19,1.4,0,1,0,0,0,1
Pressure Group,119,2,2,1.3,0,1,0,0,0,1
Pressure Group,119,2,20,1.3,0,1,0,0,0,1
Pressure Group,119,2,21,1.2,0,1,0,0,0,1
Pressure Group,119,2,22,1.1,0,1,0,0,0,1
Pressure Group,119,2,23,1,0,0,1,0,0,0
Pressure Group,119,2,24,0.9,1,1,0,1,0,0
Pressure Group,119,2,25,0.8,0,0,1,0,0,0
Pressure Group,119,2,26,0.7,0,0,1,0,0,0
Pressure Group,119,2,27,0.6,0,0,1,0,0,0
Pressure Group,119,2,28,0.6,1,1,0,1,0,0
Pressure Group,119,2,29,0.7,0,0,1,0,0,0
Pressure Group,119,2,3,1.2,0,1,0,0,0,1
Pressure Group,119,2,30,0.8,0,0,1,0,0,0
Pressure Group,119,2,31,0.9,0,0,1,0,0,0
Pressure Group,119,2,32,1,0,0,1,0,0,0
Pressure Group,119,2,33,1.1,0,1,0,0,0,1
Pressure Group,119,2,34,1.2,0,1,0,0,0,1
Pressure Group,119,2,35,1.3,0,1,0,0,0,1
Pressure Group,119,2,36,1.4,0,1,0,0,0,1
Pressure Group,119,2,37,1.4,0,1,0,0,0,1
Pressure Group,119,2,38,1.3,0,1,0,0,0,1
Pressure Group,119,2,39,1.2,0,1,0,0,0,1
Pressure Group,119,2,4,1.1,0,1,0,0,0,1
Pressure Group,119,2,40,1.1,0,1,0,0,0,1
Pressure Group,119,2,41,1,1,1,0,1,0,0
Pressure Group,119,2,42,0.9,0,0,1,0,0,0
Pressure Group,119,2,43,0.8,0,0,1,0,0,0
Pressure Group,119,2,44,0.7,0,0,1,0,0,0
Pressure Group,119,2,45,0.6,0,0,1,0,0,0
Pressure Group,119,2,46,0.6,0,0,1,0,0,0
Pressure Group,119,2,47,0.7,0,0,1,0,0,0
Pressure Group,119,2,48,0.8,1,1,0,1,0,0
Pressure Group,119,2,49,0.9,1,1,0,1,0,0
Pressure Group,119,2,5,1,0,0,1,0,0,0
Pressure Group,119,2,50,1,1,1,0,1,0,0
Pressure Group,119,2,51,1.1,0,1,0,0,0,1
Pressure Group,119,2,52,1.2,0,1,0,0,0,1
Pressure Group,119,2,53,1.3,0,1,0,0,0,1
Pressure Group,119,2,54,1.4,0,1,0,0,0,1
Pressure Group,119,2,55,1.4,0,1,0,0,0,1
Pressure Group,119,2,56,1.3,0,1,0,0,0,1
Pressure Group,119,2,57,1.2,0,1,0,0,0,1
Pressure Group,119,2,58,1.1,1,0,0,0,1,0
Pressure Group,119,2,59,1,1,1,0,1,0,0
Pressure Group,119,2,6,0.9,0,0,1,0,0,0
Pressure Group,119,2,60,0.9,1,1,0,1,0,0
Pressure Group,119,2,61,0.8,0,0,1,0,0,0
Pressure Group,119,2,62,0.7,0,0,1,0,0,0
Pressure Group,119,2,63,0.6,1,1,0,1,0,0
Pressure Group,119,2,64,0.6,0,0,1,0,0,0
Pressure Group,119,2,65,0.7,0,0,1,0,0,0
Pressure Group,119,2,66,0.8,0,0,1,0,0,0
Pressure Group,119,2,67,0.9,0,0,1,0,0,0
Pressure Group,119,2,68,1,0,0,1,0,0,0
Pressure Group,119,2,69,1.1,0,1,0,0,0,1
Pressure Group,119,2,7,0.8,0,0,1,0,0,0
Pressure Group,119,2,70,1.2,0,1,0,0,0,1
Pressure Group,119,2,71,1.3,0,1,0,0,0,1
Pressure Group,119,2,72,1.4,0,1,0,0,0,1
Pressure Group,119,2,8,0.7,0,0,1,0,0,0
Pressure Group,119,2,9,0.6,0,0,1,0,0,0
Pressure Group,122,1,1,0.6,0,0,1,0,0,0
Pressure Group,122,1,10,1.4,0,1,0,0,0,1
Pressure Group,122,1,11,1.3,0,1,0,0,0,1
Pressure Group,122,1,12,1.2,0,1,0,0,0,1
Pressure Group,122,1,13,1.1,0,1,0,0,0,1
Pressure Group,122,1,14,1,1,1,0,1,0,0
Pressure Group,122,1,15,0.9,0,0,1,0,0,0
Pressure Group,122,1,16,0.8,0,0,1,0,0,0
Pressure Group,122,1,17,0.7,0,0,1,0,0,0
Pressure Group,122,1,18,0.6,0,0,1,0,0,0
Pressure Group,122,1,19,0.6,0,0,1,0,0,0
Pressure Group,122,1,2,0.7,0,0,1,0,0,0
Pressure Group,122,1,20,0.7,0,0,1,0,0,0
Pressure Group,122,1,21,0.8,0,0,1,0,0,0
Pressure Group,122,1,22,0.9,1,1,0,1,0,0
Pressure Group,122,1,23,1,1,1,0,1,0,0
Pressure Group,122,1,24,1.1,0,1,0,0,0,1
Pressure Group,122,1,25,1.2,0,1,0,0,0,1
Pressure Group,122,1,26,1.3,0,1,0,0,0,1
Pressure Group,122,1,27,1.4,0,1,0,0,0,1
Pressure Group,122,1,28,1.4,0,1,0,0,0,1
Pressure Group,122,1,29,1.3,0,1,0,0,0,1
Pressure Group,122,1,3,0.8,1,1,0,1,0,0
Pressure Group,122,1,30,1.2,0,1,0,0,0,1
Pressure Group,122,1,31,1.1,0,1,0,0,0,1
Pressure Group,122,1,32,1,1,1,0,1,0,0
Pressure Group,122,1,33,0.9,1,1,0,1,0,0
Pressure Group,122,1,34,0.8,0,0,1,0,0,0
Pressure Group,122,1,35,0.7,0,0,1,0,0,0
Pressure Group,122,1,36,0.6,0,0,1,0,0,0
Pressure Group,122,1,37,0.6,0,0,1,0,0,0
Pressure Group,122,1,38,0.7,0,0,1,0,0,0
Pressure Group,122,1,39,0.8,0,0,1,0,0,0
Pressure Group,122,1,4,0.9,1,1,0,1,0,0
Pressure Group,122,1,40,0.9,1,1,0,1,0,0
Pressure Group,122,1,41,1,1,1,0,1,0,0
Pressure Group,122,1,42,1.1,0,1,0,0,0,1
Pressure Group,122,1,43,1.2,0,1,0,0,0,1
Pressure Group,122,1,44,1.3,0,1,0,0,0,1
Pressure Group,122,1,45,1.4,0,1,0,0,0,1
Pressure Group,122,1,46,1.4,0,1,0,0,0,1
Pressure Group,122,1,47,1.3,0,1,0,0,0,1
Pressure Group,122,1,48,1.2,0,1,0,0,0,1
Pressure Group,122,1,49,1.1,0,1,0,0,0,1
Pressure Group,122,1,5,1,1,1,0,1,0,0
Pressure Group,122,1,50,1,1,1,0,1,0,0
Pressure Group,122,1,51,0.9,1,1,0,1,0,0
Pressure Group,122,1,52,0.8,0,0,1,0,0,0
Pressure Group,122,1,53,0.7,0,0,1,0,0,0
Pressure Group,122,1,54,0.6,0,0,1,0,0,0
Pressure Group,122,1,55,0.6,0,0,1,0,0,0
Pressure Group,122,1,56,0.7,0,0,1,0,0,0
Pressure Group,122,1,57,0.8,0,0,1,0,0,0
Pressure Group,122,1,58,0.9,1,1,0,1,0,0
Pressure Group,122,1,59,1,1,1,0,1,0,0
Pressure Group,122,1,6,1.1,0,1,0,0,0,1
Pressure Group,122,1,60,1.1,0,1,0,0,0,1
Pressure Group,122,1,61,1.2,0,1,0,0,0,1
Pressure Group,122,1,62,1.3,0,1,0,0,0,1
Pressure Group,122,1,63,1.4,0,1,0,0,0,1
Pressure Group,122,1,64,1.4,0,1,0,0,0,1
Pressure Group,122,1,65,1.3,0,1,0,0,0,1
Pressure Group,122,1,66,1.2,0,1,0,0,0,1
Pressure Group,122,1,67,1.1,0,1,0,0,0,1
Pressure Group,122,1,68,1,1,1,0,1,0,0
Pressure Group,122,1,69,0.9,1,1,0,1,0,0
Pressure Group,122,1,7,1.2,0,1,0,0,0,1
Pressure Group,122,1,70,0.8,1,1,0,1,0,0
Pressure Group,122,1,71,0.7,1,1,0,1,0,0
Pressure Group,122,1,72,0.6,0,0,1,0,0,0
Pressure Group,122,1,8,1.3,0,1,0,0,0,1
Pressure Group,122,1,9,1.4,0,1,0,0,0,1
Pressure Group,122,2,1,1.4,0,1,0,0,0,1
Pressure Group,122,2,10,0.6,0,0,1,0,0,0
Pressure Group,122,2,11,0.7,1,1,0,1,0,0
Pressure Group,122,2,12,0.8,0,0,1,0,0,0
Pressure Group,122,2,13,0.9,0,0,1,0,0,0
Pressure Group,122,2,14,1,1,1,0,1,0,0
Pressure Group,122,2,15,1.1,0,1,0,0,0,1
Pressure Group,122,2,16,1.2,0,1,0,0,0,1
Pressure Group,122,2,17,1.3,0,1,0,0,0,1
Pressure Group,122,2,18,1.4,0,1,0,0,0,1
Pressure Group,122,2,19,1.4,0,1,0,0,0,1
Pressure Group,122,2,2,1.3,0,1,0,0,0,1
Pressure Group,122,2,20,1.3,0,1,0,0,0,1
Pressure Group,122,2,21,1.2,0,1,0,0,0,1
Pressure Group,122,2,22,1.1,0,1,0,0,0,1
Pressure Group,122,2,23,1,0,0,1,0,0,0
Pressure Group,122,2,24,0.9,0,0,1,0,0,0
Pressure Group,122,2,25,0.8,1,1,0,1,0,0
Pressure Group,122,2,26,0.7,0,0,1,0,0,0
Pressure Group,122,2,27,0.6,0,0,1,0,0,0
Pressure Group,122,2,28,0.6,0,0,1,0,0,0
Pressure Group,122,2,29,0.7,0,0,1,0,0,0
Pressure Group,122,2,3,1.2,0,1,0,0,0,1
Pressure Group,122,2,30,0.8,0,0,1,0,0,0
Pressure Group,122,2,31,0.9,1,1,0,1,0,0
Pressure Group,122,2,32,1,1,1,0,1,0,0
Pressure Group,122,2,33,1.1,0,1,0,0,0,1
Pressure Group,122,2,34,1.2,0,1,0,0,0,1
Pressure Group,122,2,35,1.3,0,1,0,0,0,1
Pressure Group,122,2,36,1.4,0,1,0,0,0,1
Pressure Group,122,2,37,1.4,0,1,0,0,0,1
Pressure Group,122,2,38,1.3,0,1,0,0,0,1
Pressure Group,122,2,39,1.2,0,1,0,0,0,1
Pressure Group,122,2,4,1.1,0,1,0,0,0,1
Pressure Group,122,2,40,1.1,0,1,0,0,0,1
Pressure Group,122,2,41,1,1,1,0,1,0,0
Pressure Group,122,2,42,0.9,0,0,1,0,0,0
Pressure Group,122,2,43,0.8,0,0,1,0,0,0
Pressure Group,122,2,44,0.7,0,0,1,0,0,0
Pressure Group,122,2,45,0.6,0,0,1,0,0,0
Pressure Group,122,2,46,0.6,0,0,1,0,0,0
Pressure Group,122,2,47,0.7,0,0,1,0,0,0
Pressure Group,122,2,48,0.8,1,1,0,1,0,0
Pressure Group,122,2,49,0.9,0,0,1,0,0,0
Pressure Group,122,2,5,1,0,0,1,0,0,0
Pressure Group,122,2,50,1,1,1,0,1,0,0
Pressure Group,122,2,51,1.1,0,1,0,0,0,1
Pressure Group,122,2,52,1.2,0,1,0,0,0,1
Pressure Group,122,2,53,1.3,0,1,0,0,0,1
Pressure Group,122,2,54,1.4,0,1,0,0,0,1
Pressure Group,122,2,55,1.4,0,1,0,0,0,1
Pressure Group,122,2,56,1.3,0,1,0,0,0,1
Pressure Group,122,2,57,1.2,0,1,0,0,0,1
Pressure Group,122,2,58,1.1,0,1,0,0,0,1
Pressure Group,122,2,59,1,0,0,1,0,0,0
Pressure Group,122,2,6,0.9,1,1,0,1,0,0
Pressure Group,122,2,60,0.9,0,0,1,0,0,0
Pressure Group,122,2,61,0.8,0,0,1,0,0,0
Pressure Group,122,2,62,0.7,0,0,1,0,0,0
Pressure Group,122,2,63,0.6,0,0,1,0,0,0
Pressure Group,122,2,64,0.6,0,0,1,0,0,0
Pressure Group,122,2,65,0.7,1,1,0,1,0,0
Pressure Group,122,2,66,0.8,0,0,1,0,0,0
Pressure Group,122,2,67,0.9,1,1,0,1,0,0
Pressure Group,122,2,68,1,1,1,0,1,0,0
Pressure Group,122,2,69,1.1,0,1,0,0,0,1
Pressure Group,122,2,7,0.8,1,1,0,1,0,0
Pressure Group,122,2,70,1.2,0,1,0,0,0,1
Pressure Group,122,2,71,1.3,0,1,0,0,0,1
Pressure Group,122,2,72,1.4,0,1,0,0,0,1
Pressure Group,122,2,8,0.7,0,0,1,0,0,0
Pressure Group,122,2,9,0.6,1,1,0,1,0,0
Pressure Group,123,1,1,0.6,1,1,0,1,0,0
Pressure Group,123,1,10,1.4,0,1,0,0,0,1
Pressure Group,123,1,11,1.3,0,1,0,0,0,1
Pressure Group,123,1,12,1.2,0,1,0,0,0,1
Pressure Group,123,1,13,1.1,1,0,0,0,1,0
Pressure Group,123,1,14,1,0,0,1,0,0,0
Pressure Group,123,1,15,0.9,0,0,1,0,0,0
Pressure Group,123,1,16,0.8,0,0,1,0,0,0
Pressure Group,123,1,17,0.7,0,0,1,0,0,0
Pressure Group,123,1,18,0.6,1,1,0,1,0,0
Pressure Group,123,1,19,0.6,0,0,1,0,0,0
Pressure Group,123,1,2,0.7,0,0,1,0,0,0
Pressure Group,123,1,20,0.7,0,0,1,0,0,0
Pressure Group,123,1,21,0.8,0,0,1,0,0,0
Pressure Group,123,1,22,0.9,0,0,1,0,0,0
Pressure Group,123,1,23,1,0,0,1,0,0,0
Pressure Group,123,1,24,1.1,0,1,0,0,0,1
Pressure Group,123,1,25,1.2,0,1,0,0,0,1
Pressure Group,123,1,26,1.3,0,1,0,0,0,1
