timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,202.8013,5,291.46,-460.7186,294.4213,-495.5931,292.8953,-483.5148,283.7789,-479.4048,,,False,0,0,0,FALSE,FALSE,FALSE,0.04383102,-0.02084001,-0.9988217,-0.05145851,0.9984082,-0.02308952,0.1159778,1.711905,-0.01363393,0,0,1,0,1,0,0,0,0,-0.008753846,0.008040269,0.9999294,-0.09130327,0.9957842,-0.00880625,0.1134004,1.419534,0.2529882,0.01408472,0.2521189,0.9675938,0.1767467,0.951824,-0.2505827,0.1506705,1.084185,0.2132165
0.0196529,179.4984,5,291.4608,-460.8169,294.4213,-495.5931,292.8954,-483.4378,283.8366,-479.3538,,,False,0,0,0,FALSE,FALSE,FALSE,0.04454342,-0.02089885,-0.9987891,-0.05141541,0.9984082,-0.02318388,0.1164212,1.71187,-0.01367602,0,0,1,0,1,0,0,0,0,-0.00919869,0.008312827,0.9999231,-0.09128694,0.9957829,-0.009118192,0.1134556,1.419554,0.2526148,0.01344183,0.252919,0.9673941,0.1773457,0.9515398,-0.2512382,0.1507996,1.084277,0.2129917
0.0304616,179.4729,5,291.4613,-460.8709,294.4213,-495.5931,292.8954,-483.3955,283.8683,-479.3257,,,False,0,0,0,FALSE,FALSE,FALSE,0.04515887,-0.02154628,-0.9987475,-0.05092819,0.9984177,-0.02384191,0.1167068,1.711909,-0.01395548,0,0,1,0,1,0,0,0,0,-0.009375274,0.008042162,0.9999237,-0.0914114,0.9957737,-0.008865857,0.1137595,1.419699,0.2528134,0.01291501,0.2539394,0.9671339,0.1777719,0.9512228,-0.2521356,0.1509319,1.084381,0.2127561
0.040095,179.463,5,291.4618,-460.9191,294.4213,-495.5931,292.8954,-483.3578,283.8965,-479.3008,,,False,0,0,0,FALSE,FALSE,FALSE,0.04594277,-0.02184763,-0.9987051,-0.0506898,0.9984218,-0.02417328,0.1168462,1.711942,-0.01431481,0,0,1,0,1,0,0,0,0,-0.009666524,0.008251567,0.9999192,-0.09117398,0.9957934,-0.009098927,0.1139534,1.419792,0.2526085,0.01239446,0.2550808,0.9668403,0.1781341,0.9508843,-0.2531548,0.1512026,1.084492,0.2126684
0.0502354,179.4461,5,291.4623,-460.9698,294.4213,-495.5931,292.8954,-483.318,283.9263,-479.2744,,,False,0,0,0,FALSE,FALSE,FALSE,0.0465152,-0.02196449,-0.9986762,-0.05051472,0.9984274,-0.02431184,0.1172381,1.711918,-0.01440465,0,0,1,0,1,0,0,0,0,-0.009830082,0.008428908,0.9999161,-0.091276,0.9957823,-0.009291387,0.1139991,1.419822,0.2522851,0.01156359,0.2558244,0.9666541,0.1781297,0.9507289,-0.2537407,0.1513208,1.084563,0.2124925
0.0604109,179.437,5,291.4628,-461.0206,294.4213,-495.5931,292.8954,-483.2782,283.9561,-479.248,,,False,0,0,0,FALSE,FALSE,FALSE,0.04723059,-0.02196724,-0.9986424,-0.05038743,0.998433,-0.0243457,0.1175978,1.711916,-0.01459321,0,0,1,0,1,0,0,0,0,-0.009848365,0.008457768,0.9999157,-0.0912691,0.9957826,-0.009321735,0.1144618,1.419989,0.2524465,0.01048754,0.2564964,0.9664883,0.1783693,0.95056,-0.2542048,0.1514147,1.084632,0.2123645
0.0702687,179.4359,5,291.4633,-461.0699,294.4213,-495.5931,292.8955,-483.2396,283.985,-479.2224,,,False,0,0,0,FALSE,FALSE,FALSE,0.04772817,-0.02212032,-0.9986155,-0.05044531,0.9984256,-0.02452712,0.117672,1.711925,-0.01495488,0,0,1,0,1,0,0,0,0,-0.01036427,0.008385828,0.9999111,-0.0912127,0.995788,-0.009296687,0.1148366,1.420163,0.2525432,0.009644114,0.2569183,0.966385,0.1784667,0.9504712,-0.2544685,0.151697,1.084763,0.2124128
0.0815425,179.4062,5,291.4638,-461.1263,294.4213,-495.5931,292.8955,-483.1954,284.0181,-479.1932,,,False,0,0,0,FALSE,FALSE,FALSE,0.04793546,-0.02270331,-0.9985925,-0.05014918,0.9984261,-0.02510685,0.1179584,1.711998,-0.01494068,0,0,1,0,1,0,0,0,0,-0.0106174,0.008564564,0.999907,-0.09126867,0.995781,-0.009498351,0.1148517,1.420223,0.2522221,0.008769307,0.2575046,0.9662373,0.1790549,0.950253,-0.2548698,0.1517383,1.084853,0.2123124
0.0934106,179.3919,5,291.4645,-461.1856,294.4213,-495.5931,292.8955,-483.1489,284.0529,-479.1624,,,False,0,0,0,FALSE,FALSE,FALSE,0.04852792,-0.02297307,-0.9985577,-0.05025264,0.9984132,-0.02541192,0.1181047,1.712116,-0.01517295,0,0,1,0,1,0,0,0,0,-0.01097212,0.008717196,0.9999018,-0.09133622,0.995773,-0.009683451,0.1150543,1.420361,0.252314,0.008209737,0.2580486,0.9660971,0.1795316,0.9500507,-0.2552882,0.1518341,1.084943,0.2121667
0.119208,179.3713,5,291.4659,-461.3146,294.4213,-495.5931,292.8956,-483.0479,284.1286,-479.0954,,,False,0,0,0,FALSE,FALSE,FALSE,0.0491643,-0.02323484,-0.9985205,-0.05040718,0.9983976,-0.02571389,0.1182369,1.712097,-0.01566566,0,0,1,0,1,0,0,0,0,-0.01206383,0.009025836,0.9998865,-0.09162908,0.995742,-0.01009395,0.115423,1.420492,0.2521738,0.006489309,0.2593773,0.9657543,0.1802343,0.9496548,-0.2562644,0.1519396,1.085228,0.2118619
0.1363511,179.3087,5,291.4669,-461.4003,294.4213,-495.5931,292.8957,-482.9808,284.1788,-479.0509,,,False,0,0,0,FALSE,FALSE,FALSE,0.04986285,-0.02378582,-0.9984729,-0.0505158,0.9983767,-0.02630625,0.1183455,1.712114,-0.01577873,0,0,1,0,1,0,0,0,0,-0.01231901,0.008630784,0.9998869,-0.0918688,0.9957236,-0.009726709,0.1157712,1.420512,0.2524647,0.005562143,0.2606465,0.9654183,0.1808292,0.9492549,-0.2573245,0.1520527,1.085436,0.2116126
