timestep, heading, speed, pos_X, pos_Z,goal_X,goal_z,npc1_x,npc1_z,npc2_x,npc2_z,pacesetter_x,pacesetter_z,thruAperture, crtl_pad_X, ctrl_pad_Y, ctrl_Trigger, ctrl_Pad_Click, ctrl_Pad_Touch, ctrl_Grip_Click,head_6DOF_fwd_X,head_6DOF_fwd_Y,head_6DOF_fwd_Z,head_6DOF_up_X,head_6DOF_up_Y,head_6DOF_up_Z,head_6DOF_pos_X,head_6DOF_pos_Y,head_6DOF_pos_Z,ctrl_6DOF_fwd_X,ctrl_6DOF_fwd_Y,ctrl_6DOF_fwd_Z,ctrl_6DOF_up_X,ctrl_6DOF_up_Y,ctrl_6DOF_up_Z,ctrl_6DOF_pos_X,ctrl_6DOF_pos_Y,ctrl_6DOF_pos_Z,chest_6DOF_fwd_X,chest_6DOF_fwd_Y,chest_6DOF_fwd_Z,chest_6DOF_up_X,chest_6DOF_up_Y,chest_6DOF_up_Z,chest_6DOF_pos_X,chest_6DOF_pos_Y,chest_6DOF_pos_Zchair_6DOF_fwd_X,chair_6DOF_fwd_Y,chair_6DOF_fwd_Z,chair_6DOF_up_X,chair_6DOF_up_Y,chair_6DOF_up_Z,chair_6DOF_pos_X,chair_6DOF_pos_Y,chair_6DOF_pos_Z
0,300.8997,5,-372.5023,-145.2811,-405.2738,-132.9919,-394.4656,-139.4156,-388.6346,-131.2917,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9381672,0.009206217,0.3460602,0.03895131,0.9961056,0.07909739,-0.1419897,1.566643,0.1495677,0,0,1,0,1,0,0,0,0,0.9449679,-0.1993723,-0.2593958,0.2235707,0.9723762,0.06708752,0.107689,1.301275,0.09199792,0.939253,0.1397891,-0.3134694,-0.1409474,0.9898331,0.01908502,0.03915983,0.9954786,0.09399849
0.0190302,285.3497,5,-372.594,-145.2559,-405.2738,-132.9919,-394.3925,-139.4304,-388.5972,-131.3562,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9381401,0.009026501,0.3461384,0.03863895,0.9961456,0.07874608,-0.1417987,1.566599,0.1494761,0,0,1,0,1,0,0,0,0,0.9446499,-0.199897,-0.2601497,0.2241819,0.9722428,0.06698094,0.1078482,1.301254,0.09179264,0.9394394,0.1390785,-0.3132269,-0.1401354,0.9899451,0.01925571,0.03914875,0.9954296,0.0939588
0.0293477,285.3972,5,-372.6438,-145.2422,-405.2738,-132.9919,-394.353,-139.4384,-388.5769,-131.3911,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9378798,0.008824185,0.346848,0.03854369,0.9961388,0.07887965,-0.14164,1.566546,0.1492956,0,0,1,0,1,0,0,0,0,0.9443597,-0.2002751,-0.2609113,0.2245856,0.972173,0.06664132,0.1079673,1.301193,0.0915249,0.9395155,0.1385208,-0.3132457,-0.1394777,0.9900338,0.01946959,0.03939545,0.99524,0.09383637
0.039037,285.4446,5,-372.6905,-145.2293,-405.2738,-132.9919,-394.3158,-139.446,-388.5579,-131.424,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9376957,0.008609615,0.3473507,0.03844531,0.9961255,0.07909513,-0.1414602,1.56649,0.1491499,0,0,1,0,1,0,0,0,0,0.94428,-0.2002171,-0.2612439,0.2246243,0.9721488,0.06686247,0.1080447,1.301087,0.09098774,0.9395927,0.1378337,-0.3133173,-0.1388029,0.9901314,0.01932629,0.03937912,0.9951264,0.0937373
0.0505157,285.4646,5,-372.7458,-145.214,-405.2738,-132.9919,-394.2717,-139.4549,-388.5354,-131.4628,,,False,0,0,0,FALSE,FALSE,FALSE,-0.937493,0.008235767,0.3479065,0.03816406,0.9961233,0.07925895,-0.1412417,1.56643,0.1490594,0,0,1,0,1,0,0,0,0,0.9440374,-0.2005477,-0.2618669,0.2249574,0.972096,0.06650937,0.1082903,1.301032,0.09084266,0.939772,0.1370983,-0.3131022,-0.1380284,0.9902401,0.0193066,0.0396381,0.9950811,0.09373599
0.0617391,285.5035,5,-372.7999,-145.199,-405.2738,-132.9919,-394.2286,-139.4636,-388.5133,-131.5009,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9372778,0.008160401,0.3484877,0.03811382,0.9961312,0.07918331,-0.1410672,1.566335,0.1489105,0,0,1,0,1,0,0,0,0,0.9437302,-0.2009321,-0.262678,0.2253819,0.9720187,0.06620233,0.1084118,1.30095,0.09062773,0.9399394,0.1362534,-0.3129683,-0.1372671,0.9903536,0.01890379,0.03959125,0.9949487,0.09367365
0.0740377,285.554,5,-372.8591,-145.1825,-405.2738,-132.9919,-394.1814,-139.4732,-388.4892,-131.5425,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9370961,0.00807631,0.3489782,0.03808157,0.9961306,0.07920559,-0.1409245,1.566263,0.148805,0,0,1,0,1,0,0,0,0,0.9435976,-0.2012473,-0.2629128,0.2258086,0.9719002,0.06648646,0.1084819,1.300877,0.09022731,0.9400229,0.1355691,-0.3130143,-0.1365737,0.990451,0.01882396,0.03959292,0.994854,0.09359986
0.0990102,285.5693,5,-372.9794,-145.149,-405.2738,-132.9919,-394.0855,-139.4926,-388.4401,-131.6272,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9365916,0.007908534,0.3503337,0.03797935,0.9961471,0.07904771,-0.140533,1.566087,0.1486399,0,0,1,0,1,0,0,0,0,0.9432487,-0.201889,-0.2636719,0.2264407,0.9717878,0.06597857,0.1087707,1.300837,0.08993465,0.9401463,0.1339679,-0.3133334,-0.1351406,0.9906615,0.0180797,0.03973716,0.9945489,0.09351951
0.1150081,285.6176,5,-373.0564,-145.1275,-405.2738,-132.9919,-394.0241,-139.505,-388.4087,-131.6814,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9364635,0.007568046,0.3506835,0.03772638,0.9961409,0.07924677,-0.1404253,1.566054,0.1486001,0,0,1,0,1,0,0,0,0,0.9432533,-0.2017576,-0.2637562,0.226349,0.9718003,0.06610778,0.1088809,1.300774,0.08971506,0.9401664,0.1331555,-0.3136194,-0.1344695,0.9907624,0.01754287,0.03967828,0.9943932,0.09345311
0.1245588,285.6223,5,-373.1024,-145.1146,-405.2738,-132.9919,-393.9875,-139.5124,-388.3899,-131.7137,,,False,0,0,0,FALSE,FALSE,FALSE,-0.9362257,0.007773172,0.3513137,0.03806882,0.9961148,0.07941063,-0.1401972,1.565994,0.148551,0,0,1,0,1,0,0,0,0,0.9431714,-0.2018115,-0.2640071,0.2264929,0.9717518,0.06632771,0.1091161,1.300764,0.08965391,0.9401947,0.1324302,-0.3138413,-0.1337622,0.9908609,0.01738905,0.03977019,0.9943805,0.09349686
